Phone Model,Operating System,Features,Brand,Warranty Period,Network Connections,Storage Capacity,Color Family,Memory RAM,Camera,Phone Screen Size
597.json,6,-1,43,-1,1,15,9,5,1,2
597.json,6,-1,43,-1,1,15,9,5,2,2
597.json,6,-1,43,-1,1,15,9,5,3,2
597.json,6,-1,43,-1,1,15,9,5,4,2
597.json,6,-1,43,-1,1,15,9,5,5,2
597.json,6,-1,43,-1,1,15,9,5,6,2
597.json,6,-1,43,-1,1,15,9,5,10,2
597.json,6,-1,43,-1,1,15,9,5,12,2
597.json,6,-1,43,-1,1,15,9,5,14,2
597.json,6,-1,43,-1,1,15,10,5,1,2
597.json,6,-1,43,-1,1,15,10,5,2,2
597.json,6,-1,43,-1,1,15,10,5,3,2
597.json,6,-1,43,-1,1,15,10,5,4,2
597.json,6,-1,43,-1,1,15,10,5,5,2
597.json,6,-1,43,-1,1,15,10,5,6,2
597.json,6,-1,43,-1,1,15,10,5,10,2
597.json,6,-1,43,-1,1,15,10,5,12,2
597.json,6,-1,43,-1,1,15,10,5,14,2
597.json,6,-1,43,-1,1,15,12,5,1,2
597.json,6,-1,43,-1,1,15,12,5,2,2
597.json,6,-1,43,-1,1,15,12,5,3,2
597.json,6,-1,43,-1,1,15,12,5,4,2
597.json,6,-1,43,-1,1,15,12,5,5,2
597.json,6,-1,43,-1,1,15,12,5,6,2
597.json,6,-1,43,-1,1,15,12,5,10,2
597.json,6,-1,43,-1,1,15,12,5,12,2
597.json,6,-1,43,-1,1,15,12,5,14,2
597.json,6,-1,43,-1,1,15,15,5,1,2
597.json,6,-1,43,-1,1,15,15,5,2,2
597.json,6,-1,43,-1,1,15,15,5,3,2
597.json,6,-1,43,-1,1,15,15,5,4,2
597.json,6,-1,43,-1,1,15,15,5,5,2
597.json,6,-1,43,-1,1,15,15,5,6,2
597.json,6,-1,43,-1,1,15,15,5,10,2
597.json,6,-1,43,-1,1,15,15,5,12,2
597.json,6,-1,43,-1,1,15,15,5,14,2
597.json,6,-1,43,-1,1,15,17,5,1,2
597.json,6,-1,43,-1,1,15,17,5,2,2
597.json,6,-1,43,-1,1,15,17,5,3,2
597.json,6,-1,43,-1,1,15,17,5,4,2
597.json,6,-1,43,-1,1,15,17,5,5,2
597.json,6,-1,43,-1,1,15,17,5,6,2
597.json,6,-1,43,-1,1,15,17,5,10,2
597.json,6,-1,43,-1,1,15,17,5,12,2
597.json,6,-1,43,-1,1,15,17,5,14,2
597.json,6,-1,43,-1,1,15,20,5,1,2
597.json,6,-1,43,-1,1,15,20,5,2,2
597.json,6,-1,43,-1,1,15,20,5,3,2
597.json,6,-1,43,-1,1,15,20,5,4,2
597.json,6,-1,43,-1,1,15,20,5,5,2
597.json,6,-1,43,-1,1,15,20,5,6,2
597.json,6,-1,43,-1,1,15,20,5,10,2
597.json,6,-1,43,-1,1,15,20,5,12,2
597.json,6,-1,43,-1,1,15,20,5,14,2
599.json,6,-1,38,-1,-1,12,3,7,1,2
599.json,6,-1,38,-1,-1,12,3,7,13,2
599.json,6,-1,38,-1,-1,12,4,7,1,2
599.json,6,-1,38,-1,-1,12,4,7,13,2
599.json,6,-1,38,-1,-1,12,5,7,1,2
599.json,6,-1,38,-1,-1,12,5,7,13,2
599.json,6,-1,38,-1,-1,12,11,7,1,2
599.json,6,-1,38,-1,-1,12,11,7,13,2
599.json,6,-1,38,-1,-1,12,15,7,1,2
599.json,6,-1,38,-1,-1,12,15,7,13,2
599.json,6,-1,38,-1,-1,12,24,7,1,2
599.json,6,-1,38,-1,-1,12,24,7,13,2
60.json,6,-1,21,-1,-1,3,8,1,1,2
60.json,6,-1,21,-1,-1,3,8,1,13,2
60.json,6,-1,21,-1,-1,3,9,1,1,2
60.json,6,-1,21,-1,-1,3,9,1,13,2
60.json,6,-1,21,-1,-1,3,10,1,1,2
60.json,6,-1,21,-1,-1,3,10,1,13,2
60.json,6,-1,21,-1,-1,3,12,1,1,2
60.json,6,-1,21,-1,-1,3,12,1,13,2
60.json,6,-1,21,-1,-1,3,24,1,1,2
60.json,6,-1,21,-1,-1,3,24,1,13,2
60.json,6,-1,21,-1,-1,5,8,1,1,2
60.json,6,-1,21,-1,-1,5,8,1,13,2
60.json,6,-1,21,-1,-1,5,9,1,1,2
60.json,6,-1,21,-1,-1,5,9,1,13,2
60.json,6,-1,21,-1,-1,5,10,1,1,2
60.json,6,-1,21,-1,-1,5,10,1,13,2
60.json,6,-1,21,-1,-1,5,12,1,1,2
60.json,6,-1,21,-1,-1,5,12,1,13,2
60.json,6,-1,21,-1,-1,5,24,1,1,2
60.json,6,-1,21,-1,-1,5,24,1,13,2
60.json,6,-1,21,-1,-1,6,8,1,1,2
60.json,6,-1,21,-1,-1,6,8,1,13,2
60.json,6,-1,21,-1,-1,6,9,1,1,2
60.json,6,-1,21,-1,-1,6,9,1,13,2
60.json,6,-1,21,-1,-1,6,10,1,1,2
60.json,6,-1,21,-1,-1,6,10,1,13,2
60.json,6,-1,21,-1,-1,6,12,1,1,2
60.json,6,-1,21,-1,-1,6,12,1,13,2
60.json,6,-1,21,-1,-1,6,24,1,1,2
60.json,6,-1,21,-1,-1,6,24,1,13,2
60.json,6,-1,21,-1,-1,7,8,1,1,2
60.json,6,-1,21,-1,-1,7,8,1,13,2
60.json,6,-1,21,-1,-1,7,9,1,1,2
60.json,6,-1,21,-1,-1,7,9,1,13,2
60.json,6,-1,21,-1,-1,7,10,1,1,2
60.json,6,-1,21,-1,-1,7,10,1,13,2
60.json,6,-1,21,-1,-1,7,12,1,1,2
60.json,6,-1,21,-1,-1,7,12,1,13,2
60.json,6,-1,21,-1,-1,7,24,1,1,2
60.json,6,-1,21,-1,-1,7,24,1,13,2
60.json,6,-1,21,-1,-1,8,8,1,1,2
60.json,6,-1,21,-1,-1,8,8,1,13,2
60.json,6,-1,21,-1,-1,8,9,1,1,2
60.json,6,-1,21,-1,-1,8,9,1,13,2
60.json,6,-1,21,-1,-1,8,10,1,1,2
60.json,6,-1,21,-1,-1,8,10,1,13,2
60.json,6,-1,21,-1,-1,8,12,1,1,2
60.json,6,-1,21,-1,-1,8,12,1,13,2
60.json,6,-1,21,-1,-1,8,24,1,1,2
60.json,6,-1,21,-1,-1,8,24,1,13,2
60.json,6,-1,21,-1,-1,9,8,1,1,2
60.json,6,-1,21,-1,-1,9,8,1,13,2
60.json,6,-1,21,-1,-1,9,9,1,1,2
60.json,6,-1,21,-1,-1,9,9,1,13,2
60.json,6,-1,21,-1,-1,9,10,1,1,2
60.json,6,-1,21,-1,-1,9,10,1,13,2
60.json,6,-1,21,-1,-1,9,12,1,1,2
60.json,6,-1,21,-1,-1,9,12,1,13,2
60.json,6,-1,21,-1,-1,9,24,1,1,2
60.json,6,-1,21,-1,-1,9,24,1,13,2
60.json,6,-1,21,-1,-1,15,8,1,1,2
60.json,6,-1,21,-1,-1,15,8,1,13,2
60.json,6,-1,21,-1,-1,15,9,1,1,2
60.json,6,-1,21,-1,-1,15,9,1,13,2
60.json,6,-1,21,-1,-1,15,10,1,1,2
60.json,6,-1,21,-1,-1,15,10,1,13,2
60.json,6,-1,21,-1,-1,15,12,1,1,2
60.json,6,-1,21,-1,-1,15,12,1,13,2
60.json,6,-1,21,-1,-1,15,24,1,1,2
60.json,6,-1,21,-1,-1,15,24,1,13,2
600.json,6,-1,38,-1,0,12,8,7,1,2
600.json,6,-1,38,-1,0,12,10,7,1,2
601.json,6,-1,38,-1,1,17,8,6,1,4
601.json,6,-1,38,-1,1,17,8,6,13,4
601.json,6,-1,38,-1,1,17,9,6,1,4
601.json,6,-1,38,-1,1,17,9,6,13,4
601.json,6,-1,38,-1,1,17,10,6,1,4
601.json,6,-1,38,-1,1,17,10,6,13,4
601.json,6,-1,38,-1,1,17,12,6,1,4
601.json,6,-1,38,-1,1,17,12,6,13,4
602.json,6,-1,38,-1,-1,17,8,7,1,2
602.json,6,-1,38,-1,-1,17,10,7,1,2
603.json,6,-1,38,-1,-1,17,8,7,1,2
603.json,6,-1,38,-1,-1,17,24,7,1,2
603.json,6,-1,38,-1,-1,17,10,7,1,2
603.json,6,-1,38,-1,-1,17,11,7,1,2
603.json,6,-1,38,-1,-1,12,8,7,1,2
603.json,6,-1,38,-1,-1,12,24,7,1,2
603.json,6,-1,38,-1,-1,12,10,7,1,2
603.json,6,-1,38,-1,-1,12,11,7,1,2
604.json,6,-1,52,-1,-1,12,8,5,1,2
604.json,6,-1,52,-1,-1,12,10,5,1,2
606.json,-1,-1,52,-1,-1,-1,-1,-1,-1,-1
612.json,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
614.json,6,-1,41,-1,0,1,3,4,6,2
614.json,6,-1,41,-1,0,1,4,4,6,2
614.json,6,-1,41,-1,0,1,5,4,6,2
614.json,6,-1,41,-1,0,1,8,4,6,2
614.json,6,-1,41,-1,0,1,10,4,6,2
614.json,6,-1,41,-1,0,1,15,4,6,2
614.json,6,-1,41,-1,0,3,3,4,6,2
614.json,6,-1,41,-1,0,3,4,4,6,2
614.json,6,-1,41,-1,0,3,5,4,6,2
614.json,6,-1,41,-1,0,3,8,4,6,2
614.json,6,-1,41,-1,0,3,10,4,6,2
614.json,6,-1,41,-1,0,3,15,4,6,2
616.json,6,-1,13,-1,1,1,0,5,1,2
616.json,6,-1,13,-1,1,1,8,5,1,2
616.json,6,-1,13,-1,1,1,10,5,1,2
616.json,6,-1,13,-1,1,1,17,5,1,2
616.json,6,-1,13,-1,1,1,19,5,1,2
616.json,6,-1,13,-1,1,3,0,5,1,2
616.json,6,-1,13,-1,1,3,8,5,1,2
616.json,6,-1,13,-1,1,3,10,5,1,2
616.json,6,-1,13,-1,1,3,17,5,1,2
616.json,6,-1,13,-1,1,3,19,5,1,2
616.json,6,-1,13,-1,1,10,0,5,1,2
616.json,6,-1,13,-1,1,10,8,5,1,2
616.json,6,-1,13,-1,1,10,10,5,1,2
616.json,6,-1,13,-1,1,10,17,5,1,2
616.json,6,-1,13,-1,1,10,19,5,1,2
616.json,6,-1,13,-1,1,12,0,5,1,2
616.json,6,-1,13,-1,1,12,8,5,1,2
616.json,6,-1,13,-1,1,12,10,5,1,2
616.json,6,-1,13,-1,1,12,17,5,1,2
616.json,6,-1,13,-1,1,12,19,5,1,2
616.json,6,-1,13,-1,1,13,0,5,1,2
616.json,6,-1,13,-1,1,13,8,5,1,2
616.json,6,-1,13,-1,1,13,10,5,1,2
616.json,6,-1,13,-1,1,13,17,5,1,2
616.json,6,-1,13,-1,1,13,19,5,1,2
618.json,3,-1,-1,-1,-1,-1,8,-1,-1,2
618.json,3,-1,-1,-1,-1,-1,10,-1,-1,2
620.json,6,-1,33,-1,-1,1,8,4,1,2
620.json,6,-1,33,-1,-1,1,8,4,13,2
620.json,6,-1,33,-1,-1,1,10,4,1,2
620.json,6,-1,33,-1,-1,1,10,4,13,2
620.json,6,-1,33,-1,-1,3,8,4,1,2
620.json,6,-1,33,-1,-1,3,8,4,13,2
620.json,6,-1,33,-1,-1,3,10,4,1,2
620.json,6,-1,33,-1,-1,3,10,4,13,2
620.json,6,-1,36,-1,-1,1,8,4,1,2
620.json,6,-1,36,-1,-1,1,8,4,13,2
620.json,6,-1,36,-1,-1,1,10,4,1,2
620.json,6,-1,36,-1,-1,1,10,4,13,2
620.json,6,-1,36,-1,-1,3,8,4,1,2
620.json,6,-1,36,-1,-1,3,8,4,13,2
620.json,6,-1,36,-1,-1,3,10,4,1,2
620.json,6,-1,36,-1,-1,3,10,4,13,2
623.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
627.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
627.json,-1,-1,-1,-1,-1,-1,9,-1,-1,2
627.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
627.json,-1,-1,-1,-1,-1,-1,12,-1,-1,2
629.json,6,-1,38,-1,-1,5,8,8,1,2
629.json,6,-1,38,-1,-1,5,9,8,1,2
629.json,6,-1,38,-1,-1,5,10,8,1,2
629.json,6,-1,38,-1,-1,5,12,8,1,2
629.json,6,-1,38,-1,-1,5,24,8,1,2
629.json,6,-1,38,-1,-1,6,8,8,1,2
629.json,6,-1,38,-1,-1,6,9,8,1,2
629.json,6,-1,38,-1,-1,6,10,8,1,2
629.json,6,-1,38,-1,-1,6,12,8,1,2
629.json,6,-1,38,-1,-1,6,24,8,1,2
629.json,6,-1,38,-1,-1,7,8,8,1,2
629.json,6,-1,38,-1,-1,7,9,8,1,2
629.json,6,-1,38,-1,-1,7,10,8,1,2
629.json,6,-1,38,-1,-1,7,12,8,1,2
629.json,6,-1,38,-1,-1,7,24,8,1,2
629.json,6,-1,38,-1,-1,8,8,8,1,2
629.json,6,-1,38,-1,-1,8,9,8,1,2
629.json,6,-1,38,-1,-1,8,10,8,1,2
629.json,6,-1,38,-1,-1,8,12,8,1,2
629.json,6,-1,38,-1,-1,8,24,8,1,2
629.json,6,-1,38,-1,-1,9,8,8,1,2
629.json,6,-1,38,-1,-1,9,9,8,1,2
629.json,6,-1,38,-1,-1,9,10,8,1,2
629.json,6,-1,38,-1,-1,9,12,8,1,2
629.json,6,-1,38,-1,-1,9,24,8,1,2
629.json,6,-1,38,-1,-1,12,8,8,1,2
629.json,6,-1,38,-1,-1,12,9,8,1,2
629.json,6,-1,38,-1,-1,12,10,8,1,2
629.json,6,-1,38,-1,-1,12,12,8,1,2
629.json,6,-1,38,-1,-1,12,24,8,1,2
629.json,6,-1,38,-1,-1,15,8,8,1,2
629.json,6,-1,38,-1,-1,15,9,8,1,2
629.json,6,-1,38,-1,-1,15,10,8,1,2
629.json,6,-1,38,-1,-1,15,12,8,1,2
629.json,6,-1,38,-1,-1,15,24,8,1,2
629.json,6,-1,38,-1,-1,17,8,8,1,2
629.json,6,-1,38,-1,-1,17,9,8,1,2
629.json,6,-1,38,-1,-1,17,10,8,1,2
629.json,6,-1,38,-1,-1,17,12,8,1,2
629.json,6,-1,38,-1,-1,17,24,8,1,2
630.json,6,-1,30,-1,0,5,3,6,1,2
630.json,6,-1,30,-1,0,5,3,6,9,2
630.json,6,-1,30,-1,0,5,4,6,1,2
630.json,6,-1,30,-1,0,5,4,6,9,2
630.json,6,-1,30,-1,0,5,5,6,1,2
630.json,6,-1,30,-1,0,5,5,6,9,2
630.json,6,-1,30,-1,0,5,8,6,1,2
630.json,6,-1,30,-1,0,5,8,6,9,2
630.json,6,-1,30,-1,0,5,10,6,1,2
630.json,6,-1,30,-1,0,5,10,6,9,2
630.json,6,-1,30,-1,0,5,15,6,1,2
630.json,6,-1,30,-1,0,5,15,6,9,2
630.json,6,-1,30,-1,0,6,3,6,1,2
630.json,6,-1,30,-1,0,6,3,6,9,2
630.json,6,-1,30,-1,0,6,4,6,1,2
630.json,6,-1,30,-1,0,6,4,6,9,2
630.json,6,-1,30,-1,0,6,5,6,1,2
630.json,6,-1,30,-1,0,6,5,6,9,2
630.json,6,-1,30,-1,0,6,8,6,1,2
630.json,6,-1,30,-1,0,6,8,6,9,2
630.json,6,-1,30,-1,0,6,10,6,1,2
630.json,6,-1,30,-1,0,6,10,6,9,2
630.json,6,-1,30,-1,0,6,15,6,1,2
630.json,6,-1,30,-1,0,6,15,6,9,2
630.json,6,-1,30,-1,0,7,3,6,1,2
630.json,6,-1,30,-1,0,7,3,6,9,2
630.json,6,-1,30,-1,0,7,4,6,1,2
630.json,6,-1,30,-1,0,7,4,6,9,2
630.json,6,-1,30,-1,0,7,5,6,1,2
630.json,6,-1,30,-1,0,7,5,6,9,2
630.json,6,-1,30,-1,0,7,8,6,1,2
630.json,6,-1,30,-1,0,7,8,6,9,2
630.json,6,-1,30,-1,0,7,10,6,1,2
630.json,6,-1,30,-1,0,7,10,6,9,2
630.json,6,-1,30,-1,0,7,15,6,1,2
630.json,6,-1,30,-1,0,7,15,6,9,2
630.json,6,-1,30,-1,0,8,3,6,1,2
630.json,6,-1,30,-1,0,8,3,6,9,2
630.json,6,-1,30,-1,0,8,4,6,1,2
630.json,6,-1,30,-1,0,8,4,6,9,2
630.json,6,-1,30,-1,0,8,5,6,1,2
630.json,6,-1,30,-1,0,8,5,6,9,2
630.json,6,-1,30,-1,0,8,8,6,1,2
630.json,6,-1,30,-1,0,8,8,6,9,2
630.json,6,-1,30,-1,0,8,10,6,1,2
630.json,6,-1,30,-1,0,8,10,6,9,2
630.json,6,-1,30,-1,0,8,15,6,1,2
630.json,6,-1,30,-1,0,8,15,6,9,2
630.json,6,-1,30,-1,0,9,3,6,1,2
630.json,6,-1,30,-1,0,9,3,6,9,2
630.json,6,-1,30,-1,0,9,4,6,1,2
630.json,6,-1,30,-1,0,9,4,6,9,2
630.json,6,-1,30,-1,0,9,5,6,1,2
630.json,6,-1,30,-1,0,9,5,6,9,2
630.json,6,-1,30,-1,0,9,8,6,1,2
630.json,6,-1,30,-1,0,9,8,6,9,2
630.json,6,-1,30,-1,0,9,10,6,1,2
630.json,6,-1,30,-1,0,9,10,6,9,2
630.json,6,-1,30,-1,0,9,15,6,1,2
630.json,6,-1,30,-1,0,9,15,6,9,2
630.json,6,-1,30,-1,0,12,3,6,1,2
630.json,6,-1,30,-1,0,12,3,6,9,2
630.json,6,-1,30,-1,0,12,4,6,1,2
630.json,6,-1,30,-1,0,12,4,6,9,2
630.json,6,-1,30,-1,0,12,5,6,1,2
630.json,6,-1,30,-1,0,12,5,6,9,2
630.json,6,-1,30,-1,0,12,8,6,1,2
630.json,6,-1,30,-1,0,12,8,6,9,2
630.json,6,-1,30,-1,0,12,10,6,1,2
630.json,6,-1,30,-1,0,12,10,6,9,2
630.json,6,-1,30,-1,0,12,15,6,1,2
630.json,6,-1,30,-1,0,12,15,6,9,2
630.json,6,-1,30,-1,0,15,3,6,1,2
630.json,6,-1,30,-1,0,15,3,6,9,2
630.json,6,-1,30,-1,0,15,4,6,1,2
630.json,6,-1,30,-1,0,15,4,6,9,2
630.json,6,-1,30,-1,0,15,5,6,1,2
630.json,6,-1,30,-1,0,15,5,6,9,2
630.json,6,-1,30,-1,0,15,8,6,1,2
630.json,6,-1,30,-1,0,15,8,6,9,2
630.json,6,-1,30,-1,0,15,10,6,1,2
630.json,6,-1,30,-1,0,15,10,6,9,2
630.json,6,-1,30,-1,0,15,15,6,1,2
630.json,6,-1,30,-1,0,15,15,6,9,2
630.json,6,-1,30,-1,0,17,3,6,1,2
630.json,6,-1,30,-1,0,17,3,6,9,2
630.json,6,-1,30,-1,0,17,4,6,1,2
630.json,6,-1,30,-1,0,17,4,6,9,2
630.json,6,-1,30,-1,0,17,5,6,1,2
630.json,6,-1,30,-1,0,17,5,6,9,2
630.json,6,-1,30,-1,0,17,8,6,1,2
630.json,6,-1,30,-1,0,17,8,6,9,2
630.json,6,-1,30,-1,0,17,10,6,1,2
630.json,6,-1,30,-1,0,17,10,6,9,2
630.json,6,-1,30,-1,0,17,15,6,1,2
630.json,6,-1,30,-1,0,17,15,6,9,2
642.json,3,-1,41,-1,-1,-1,8,-1,-1,2
642.json,3,-1,41,-1,-1,-1,10,-1,-1,2
644.json,3,-1,9,-1,-1,-1,8,9,-1,2
644.json,3,-1,9,-1,-1,-1,8,4,-1,2
644.json,3,-1,9,-1,-1,-1,10,9,-1,2
644.json,3,-1,9,-1,-1,-1,10,4,-1,2
645.json,6,-1,1,-1,0,3,2,7,8,2
645.json,6,-1,1,-1,0,3,2,7,1,2
645.json,6,-1,1,-1,0,3,3,7,8,2
645.json,6,-1,1,-1,0,3,3,7,1,2
645.json,6,-1,1,-1,0,3,4,7,8,2
645.json,6,-1,1,-1,0,3,4,7,1,2
645.json,6,-1,1,-1,0,3,5,7,8,2
645.json,6,-1,1,-1,0,3,5,7,1,2
645.json,6,-1,1,-1,0,3,15,7,8,2
645.json,6,-1,1,-1,0,3,15,7,1,2
645.json,6,-1,1,-1,0,12,2,7,8,2
645.json,6,-1,1,-1,0,12,2,7,1,2
645.json,6,-1,1,-1,0,12,3,7,8,2
645.json,6,-1,1,-1,0,12,3,7,1,2
645.json,6,-1,1,-1,0,12,4,7,8,2
645.json,6,-1,1,-1,0,12,4,7,1,2
645.json,6,-1,1,-1,0,12,5,7,8,2
645.json,6,-1,1,-1,0,12,5,7,1,2
645.json,6,-1,1,-1,0,12,15,7,8,2
645.json,6,-1,1,-1,0,12,15,7,1,2
65.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
65.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
65.json,-1,-1,-1,-1,-1,-1,19,-1,-1,2
661.json,6,-1,17,-1,0,3,8,7,8,2
661.json,6,-1,17,-1,0,3,8,7,1,2
661.json,6,-1,17,-1,0,3,8,7,9,2
661.json,6,-1,17,-1,0,3,0,7,8,2
661.json,6,-1,17,-1,0,3,0,7,1,2
661.json,6,-1,17,-1,0,3,0,7,9,2
661.json,6,-1,17,-1,0,3,10,7,8,2
661.json,6,-1,17,-1,0,3,10,7,1,2
661.json,6,-1,17,-1,0,3,10,7,9,2
661.json,6,-1,17,-1,0,3,17,7,8,2
661.json,6,-1,17,-1,0,3,17,7,1,2
661.json,6,-1,17,-1,0,3,17,7,9,2
661.json,6,-1,17,-1,0,12,8,7,8,2
661.json,6,-1,17,-1,0,12,8,7,1,2
661.json,6,-1,17,-1,0,12,8,7,9,2
661.json,6,-1,17,-1,0,12,0,7,8,2
661.json,6,-1,17,-1,0,12,0,7,1,2
661.json,6,-1,17,-1,0,12,0,7,9,2
661.json,6,-1,17,-1,0,12,10,7,8,2
661.json,6,-1,17,-1,0,12,10,7,1,2
661.json,6,-1,17,-1,0,12,10,7,9,2
661.json,6,-1,17,-1,0,12,17,7,8,2
661.json,6,-1,17,-1,0,12,17,7,1,2
661.json,6,-1,17,-1,0,12,17,7,9,2
662.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
664.json,6,-1,1,-1,-1,17,8,6,1,2
664.json,6,-1,1,-1,-1,17,8,6,9,2
664.json,6,-1,1,-1,-1,17,9,6,1,2
664.json,6,-1,1,-1,-1,17,9,6,9,2
664.json,6,-1,1,-1,-1,17,10,6,1,2
664.json,6,-1,1,-1,-1,17,10,6,9,2
664.json,6,-1,1,-1,-1,17,12,6,1,2
664.json,6,-1,1,-1,-1,17,12,6,9,2
664.json,6,-1,1,-1,-1,3,8,6,1,2
664.json,6,-1,1,-1,-1,3,8,6,9,2
664.json,6,-1,1,-1,-1,3,9,6,1,2
664.json,6,-1,1,-1,-1,3,9,6,9,2
664.json,6,-1,1,-1,-1,3,10,6,1,2
664.json,6,-1,1,-1,-1,3,10,6,9,2
664.json,6,-1,1,-1,-1,3,12,6,1,2
664.json,6,-1,1,-1,-1,3,12,6,9,2
664.json,6,-1,1,-1,-1,12,8,6,1,2
664.json,6,-1,1,-1,-1,12,8,6,9,2
664.json,6,-1,1,-1,-1,12,9,6,1,2
664.json,6,-1,1,-1,-1,12,9,6,9,2
664.json,6,-1,1,-1,-1,12,10,6,1,2
664.json,6,-1,1,-1,-1,12,10,6,9,2
664.json,6,-1,1,-1,-1,12,12,6,1,2
664.json,6,-1,1,-1,-1,12,12,6,9,2
666.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
685.json,-1,-1,38,-1,-1,-1,8,-1,-1,2
685.json,-1,-1,38,-1,-1,-1,10,-1,-1,2
69.json,6,-1,-1,-1,0,1,8,4,6,2
69.json,6,-1,-1,-1,0,1,10,4,6,2
69.json,6,-1,-1,-1,0,12,8,4,6,2
69.json,6,-1,-1,-1,0,12,10,4,6,2
697.json,-1,-1,-1,-1,-1,-1,8,-1,-1,-1
697.json,-1,-1,-1,-1,-1,-1,9,-1,-1,-1
697.json,-1,-1,-1,-1,-1,-1,10,-1,-1,-1
697.json,-1,-1,-1,-1,-1,-1,12,-1,-1,-1
697.json,-1,-1,-1,-1,-1,-1,18,-1,-1,-1
697.json,-1,-1,-1,-1,-1,-1,22,-1,-1,-1
699.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
699.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
70.json,-1,-1,-1,-1,1,11,8,-1,6,2
70.json,-1,-1,-1,-1,1,11,10,-1,6,2
747.json,6,-1,41,-1,-1,17,0,5,6,2
747.json,6,-1,41,-1,-1,17,17,5,6,2
747.json,6,-1,41,-1,-1,17,19,5,6,2
747.json,6,-1,41,-1,-1,12,0,5,6,2
747.json,6,-1,41,-1,-1,12,17,5,6,2
747.json,6,-1,41,-1,-1,12,19,5,6,2
788.json,3,-1,52,-1,-1,-1,8,-1,-1,2
788.json,3,-1,52,-1,-1,-1,10,-1,-1,2
802.json,3,-1,29,-1,-1,-1,8,-1,-1,2
802.json,3,-1,29,-1,-1,-1,10,-1,-1,2
802.json,3,-1,29,-1,-1,-1,19,-1,-1,2
815.json,6,-1,52,-1,0,1,8,3,1,2
815.json,6,-1,52,-1,0,1,10,3,1,2
815.json,6,-1,52,-1,0,11,8,3,1,2
815.json,6,-1,52,-1,0,11,10,3,1,2
815.json,6,-1,52,-1,0,4,8,3,1,2
815.json,6,-1,52,-1,0,4,10,3,1,2
90.json,6,-1,30,-1,1,1,3,5,1,2
90.json,6,-1,30,-1,1,1,4,5,1,2
90.json,6,-1,30,-1,1,1,5,5,1,2
90.json,6,-1,30,-1,1,1,8,5,1,2
90.json,6,-1,30,-1,1,1,10,5,1,2
90.json,6,-1,30,-1,1,1,15,5,1,2
90.json,6,-1,30,-1,1,3,3,5,1,2
90.json,6,-1,30,-1,1,3,4,5,1,2
90.json,6,-1,30,-1,1,3,5,5,1,2
90.json,6,-1,30,-1,1,3,8,5,1,2
90.json,6,-1,30,-1,1,3,10,5,1,2
90.json,6,-1,30,-1,1,3,15,5,1,2
93.json,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
94.json,6,-1,30,-1,1,1,0,8,1,2
94.json,6,-1,30,-1,1,1,0,8,2,2
94.json,6,-1,30,-1,1,1,0,8,3,2
94.json,6,-1,30,-1,1,1,0,8,4,2
94.json,6,-1,30,-1,1,1,0,8,5,2
94.json,6,-1,30,-1,1,1,0,8,6,2
94.json,6,-1,30,-1,1,1,0,8,10,2
94.json,6,-1,30,-1,1,1,0,8,12,2
94.json,6,-1,30,-1,1,1,0,8,14,2
94.json,6,-1,30,-1,1,1,3,8,1,2
94.json,6,-1,30,-1,1,1,3,8,2,2
94.json,6,-1,30,-1,1,1,3,8,3,2
94.json,6,-1,30,-1,1,1,3,8,4,2
94.json,6,-1,30,-1,1,1,3,8,5,2
94.json,6,-1,30,-1,1,1,3,8,6,2
94.json,6,-1,30,-1,1,1,3,8,10,2
94.json,6,-1,30,-1,1,1,3,8,12,2
94.json,6,-1,30,-1,1,1,3,8,14,2
94.json,6,-1,30,-1,1,1,4,8,1,2
94.json,6,-1,30,-1,1,1,4,8,2,2
94.json,6,-1,30,-1,1,1,4,8,3,2
94.json,6,-1,30,-1,1,1,4,8,4,2
94.json,6,-1,30,-1,1,1,4,8,5,2
94.json,6,-1,30,-1,1,1,4,8,6,2
94.json,6,-1,30,-1,1,1,4,8,10,2
94.json,6,-1,30,-1,1,1,4,8,12,2
94.json,6,-1,30,-1,1,1,4,8,14,2
94.json,6,-1,30,-1,1,1,5,8,1,2
94.json,6,-1,30,-1,1,1,5,8,2,2
94.json,6,-1,30,-1,1,1,5,8,3,2
94.json,6,-1,30,-1,1,1,5,8,4,2
94.json,6,-1,30,-1,1,1,5,8,5,2
94.json,6,-1,30,-1,1,1,5,8,6,2
94.json,6,-1,30,-1,1,1,5,8,10,2
94.json,6,-1,30,-1,1,1,5,8,12,2
94.json,6,-1,30,-1,1,1,5,8,14,2
94.json,6,-1,30,-1,1,1,8,8,1,2
94.json,6,-1,30,-1,1,1,8,8,2,2
94.json,6,-1,30,-1,1,1,8,8,3,2
